"i1","i2","i3","i4","i5","i6","i7","i8","i9","i10","i11","i12","i13","i14","i15","i16","i17","i18","i19","i20","i21","i22","i23","i24","i25","i26","i27","i28","i29","i30","i31","i32","i33","i34","i35","i36","i37","i38","i39","i40","i41","i42","i43","i44","i45","i46","i47","i48","i49","i50","i51","i52","i53","i54","i55","i56","i57","i58","i59","i60","Gender","Age","Educ"
4,4,2,2,2,4,4,1,2,4,4,2,4,3,2,4,2,4,3,3,4,4,1,2,4,2,3,3,3,2,2,3,2,3,4,4,2,4,3,4,3,3,3,4,4,4,2,2,3,3,3,4,4,3,4,3,3,4,3,4,1,21,NA
3,5,4,2,5,4,5,2,1,5,3,3,5,2,4,2,4,4,2,5,4,5,3,2,3,4,4,5,1,5,1,4,3,3,5,2,3,5,2,3,3,2,5,2,5,4,5,4,3,5,3,5,4,2,5,4,4,5,2,5,0,20,NA
5,5,2,5,5,2,5,2,1,1,5,1,4,5,5,2,5,4,5,5,5,5,4,5,2,3,5,5,5,5,1,5,5,5,5,2,5,4,5,5,4,5,5,5,5,4,2,2,5,5,4,5,4,5,5,5,5,2,5,5,1,19,NA
5,4,3,4,2,4,4,1,2,2,5,5,3,4,4,5,5,2,4,2,3,5,2,3,2,3,4,3,4,4,5,4,2,4,3,3,5,4,2,4,3,4,4,4,4,4,4,4,4,5,4,3,2,2,3,3,3,3,2,4,0,20,NA
2,4,3,4,2,3,4,2,3,3,5,3,5,2,3,1,5,4,3,2,2,4,2,4,1,4,4,4,3,3,1,4,4,4,3,2,4,3,4,5,4,2,4,3,3,1,4,4,4,3,1,5,4,2,2,4,2,4,1,3,0,19,NA
2,4,2,5,2,4,4,2,3,4,4,4,4,4,3,2,4,3,2,2,2,4,4,4,3,2,4,3,4,4,2,4,2,1,3,2,4,3,3,3,4,2,4,4,4,4,4,3,4,4,2,4,3,4,2,3,2,4,4,2,0,19,NA
4,5,4,4,1,4,5,3,4,3,5,4,4,4,2,4,4,4,4,1,3,4,2,3,4,3,2,3,4,2,2,5,4,5,2,2,3,3,3,4,2,2,4,4,2,4,4,4,4,3,2,4,3,3,2,4,4,4,4,2,0,19,NA
5,4,2,4,2,3,4,1,2,3,4,4,2,2,2,4,5,3,2,3,3,4,1,2,4,2,5,2,4,3,4,4,3,3,4,4,4,2,1,4,4,2,3,4,5,5,4,2,4,4,2,5,3,2,3,4,4,2,3,3,0,20,NA
5,4,2,5,4,3,3,2,5,2,2,2,3,4,3,4,5,4,5,4,3,3,3,4,3,4,1,3,5,3,4,4,4,1,4,3,3,4,4,5,3,3,4,4,3,3,4,4,5,4,3,3,4,4,3,3,2,2,4,3,0,19,NA
5,5,2,3,4,4,4,4,3,3,2,3,5,3,4,1,3,5,3,3,3,4,4,3,2,3,4,3,4,3,3,5,5,4,4,2,4,4,3,4,3,3,5,3,3,3,4,4,3,4,3,4,4,3,4,4,4,3,2,4,0,18,NA
5,4,2,2,4,3,4,4,1,4,4,3,4,1,3,4,4,2,2,4,2,5,3,4,3,4,4,4,3,2,3,4,3,2,3,3,4,3,1,2,4,3,3,2,4,4,5,5,2,4,2,4,3,1,4,4,4,4,2,3,0,20,NA
4,5,2,4,3,4,5,4,2,4,5,4,2,4,2,4,5,2,4,3,2,5,4,2,3,4,4,4,4,3,4,4,4,4,3,2,5,4,2,4,4,4,5,4,4,4,5,4,4,4,2,5,4,4,3,4,4,4,4,3,0,19,NA
4,3,3,2,3,5,4,2,3,4,4,3,5,2,4,4,3,4,2,3,5,2,3,2,4,5,1,2,1,4,3,4,4,3,5,5,1,5,2,5,4,3,5,1,5,4,1,5,4,5,5,4,5,2,5,4,1,5,1,3,1,19,NA
3,5,3,4,3,1,5,1,4,5,4,2,2,4,4,1,5,2,5,3,1,4,1,4,5,2,5,4,2,1,1,5,2,5,4,1,4,3,4,5,2,3,4,2,4,2,5,4,5,5,1,4,3,5,5,3,3,4,3,3,1,22,NA
3,5,3,2,2,3,4,2,4,4,4,4,5,2,4,2,4,4,3,3,2,3,5,3,4,4,4,4,3,3,2,5,4,4,2,2,3,4,3,4,3,4,5,2,3,2,3,4,4,2,3,4,5,3,2,4,2,4,4,3,1,24,NA
5,2,2,2,5,5,2,1,2,5,5,3,2,2,3,5,2,1,2,5,5,2,1,3,4,4,1,2,1,5,5,2,2,1,4,5,1,2,2,3,5,1,5,2,5,5,1,2,2,5,5,3,2,1,5,4,1,2,2,4,0,19,NA
5,5,1,4,1,4,4,2,4,3,3,2,4,5,5,3,4,5,2,2,3,3,3,2,2,2,5,3,4,2,1,5,5,5,4,2,1,4,4,3,4,2,4,4,3,5,1,3,3,1,1,5,5,5,1,5,5,4,5,4,0,19,NA
3,4,3,5,3,3,5,2,3,2,4,4,5,3,2,1,5,5,3,2,2,5,3,4,2,3,4,3,4,5,1,5,3,5,2,2,3,3,4,4,3,4,4,3,4,1,3,4,4,3,2,5,4,4,3,2,2,4,3,2,0,20,NA
4,4,1,3,5,4,5,3,3,4,2,4,2,3,3,2,2,3,3,5,3,4,2,5,5,5,4,3,4,2,2,2,4,1,5,5,5,2,3,4,4,2,4,3,5,3,5,5,1,4,2,4,4,3,4,3,4,4,3,4,0,20,NA
3,4,3,4,4,4,5,4,1,5,5,2,5,2,4,2,4,4,2,4,4,4,4,1,5,5,4,5,3,3,2,5,4,4,5,3,5,5,1,5,5,3,3,3,4,3,4,4,3,4,4,5,5,1,5,4,3,5,3,3,0,19,NA
5,4,3,3,5,4,4,3,3,4,5,4,5,1,3,4,4,4,2,5,4,2,4,4,4,5,4,4,3,3,4,4,4,4,4,4,3,5,4,5,3,3,5,3,3,3,2,4,4,5,4,4,5,3,4,4,3,4,2,4,0,19,NA
4,4,4,2,3,4,5,1,4,5,5,2,3,3,4,1,5,4,4,3,2,4,4,4,4,2,3,4,4,4,2,4,4,5,3,3,4,4,5,5,2,3,5,3,5,4,5,3,5,3,3,4,2,5,3,4,4,5,4,4,1,22,NA
4,4,3,1,2,5,5,4,2,5,3,2,4,2,4,2,4,3,2,3,4,4,4,2,5,4,4,4,2,4,2,5,3,3,4,3,4,5,3,4,4,3,5,2,4,3,4,4,2,5,4,5,5,3,4,3,4,3,2,4,0,19,NA
4,5,1,4,5,4,4,2,4,5,5,3,4,5,5,2,1,2,5,5,3,2,1,2,5,5,5,1,5,4,2,4,1,5,5,4,2,4,5,5,4,1,4,5,5,5,2,1,3,5,3,4,3,4,5,4,3,1,5,4,1,19,NA
3,4,2,4,3,3,4,2,4,4,4,3,4,4,4,2,4,4,4,4,1,3,3,4,3,3,4,3,3,4,2,4,4,4,4,2,4,4,3,4,4,2,4,2,2,4,5,4,4,4,2,4,4,3,4,4,4,4,2,4,0,20,NA
2,4,3,2,2,3,4,2,2,5,4,4,4,2,3,1,4,3,2,2,2,5,2,2,4,3,4,3,2,2,2,4,3,5,3,3,4,3,1,4,3,3,4,2,3,1,3,2,4,1,3,4,3,2,3,3,4,3,3,3,1,20,NA
4,3,4,4,3,5,4,2,2,5,5,4,4,3,5,5,4,3,5,2,5,5,2,2,4,5,3,3,4,5,5,4,3,4,4,5,3,3,4,4,2,4,5,4,5,4,4,4,4,4,5,4,3,5,3,4,1,2,3,5,1,19,NA
3,4,1,3,4,4,4,2,3,5,3,3,3,3,3,1,4,4,3,4,2,4,3,4,4,4,4,3,4,3,1,4,4,4,4,2,2,3,4,4,3,2,3,2,3,2,2,2,4,5,2,4,3,4,4,3,3,2,4,3,0,21,NA
5,5,4,2,1,4,4,3,2,5,5,4,4,1,4,5,4,3,2,3,3,5,4,3,3,3,4,3,2,4,5,5,3,2,3,4,5,4,1,4,5,3,4,1,5,5,5,3,1,3,1,5,4,1,3,4,3,3,1,4,1,19,NA
4,3,4,2,1,5,4,4,3,4,4,3,4,4,4,2,3,4,3,3,5,4,4,2,4,4,2,5,3,3,1,3,5,3,4,4,3,4,3,4,3,2,4,2,4,3,2,2,4,3,3,3,4,3,1,3,2,4,3,3,1,20,NA
4,4,5,2,1,5,4,2,2,4,1,4,4,3,3,1,2,3,3,4,2,4,4,2,3,3,4,3,2,3,1,4,3,3,4,3,4,4,2,4,4,2,4,1,3,2,2,4,4,4,4,4,4,3,3,1,3,3,1,3,0,18,NA
3,3,3,4,5,5,2,3,3,5,5,2,3,3,5,1,1,2,4,5,1,4,4,5,5,3,5,3,5,5,1,4,2,5,5,5,1,4,5,5,1,2,5,1,5,1,1,5,5,5,1,5,2,5,5,3,1,4,3,5,0,19,NA
5,5,5,1,1,4,5,1,1,5,4,5,4,2,1,5,5,4,2,3,3,5,2,1,3,3,4,2,1,1,5,5,2,1,2,2,4,3,1,4,5,4,4,1,1,5,5,3,2,2,2,5,3,1,1,4,5,3,1,1,1,20,NA
5,5,3,3,4,3,5,4,2,4,4,4,4,2,4,2,4,5,4,4,2,5,3,2,2,4,3,4,3,3,3,4,5,3,4,3,5,4,1,4,4,2,4,2,3,3,5,5,3,3,2,5,4,2,3,4,2,5,3,4,1,19,NA
2,5,1,3,2,3,4,5,3,5,5,2,4,2,5,2,4,5,4,4,2,5,5,2,1,3,2,5,3,5,2,3,5,5,5,2,4,5,2,5,4,3,5,2,4,2,5,5,3,5,2,4,5,4,2,1,1,4,4,5,1,20,NA
2,5,4,4,2,5,5,1,2,4,3,2,3,2,4,2,4,3,4,4,3,4,1,4,5,2,4,2,3,2,1,5,3,4,4,4,3,3,4,5,2,2,5,1,3,5,3,3,4,2,3,5,3,4,4,4,1,2,2,4,1,20,NA
3,4,2,3,2,4,4,2,2,4,4,2,4,2,4,2,4,2,4,2,4,4,4,4,3,4,4,2,2,4,4,4,2,2,4,4,2,4,2,4,4,4,4,2,3,4,5,2,2,3,3,4,4,2,4,4,4,4,2,4,1,20,NA
4,5,4,3,4,5,5,2,5,5,1,1,5,5,5,1,5,4,3,4,5,5,2,1,5,5,4,5,4,5,1,5,4,5,4,5,2,5,5,5,2,3,5,4,5,5,1,3,4,3,5,5,4,5,5,2,5,5,1,5,1,20,NA
5,3,4,1,2,4,3,1,1,5,3,4,3,1,4,4,1,3,2,2,4,4,3,1,4,4,4,3,1,5,5,4,2,1,3,4,3,3,1,5,4,2,4,2,4,3,1,3,2,2,4,4,3,1,4,4,2,3,1,5,1,19,NA
5,5,3,5,5,1,5,3,4,5,3,3,3,5,3,3,3,3,3,3,5,3,3,5,3,3,5,3,3,3,1,5,5,5,5,3,3,3,5,3,3,4,5,4,3,3,4,4,4,4,4,5,5,5,3,3,3,4,5,3,0,20,NA
4,1,5,1,4,5,4,2,2,5,5,5,4,2,4,5,4,5,1,3,3,5,2,1,3,4,4,3,1,2,5,2,5,2,4,2,4,4,2,4,4,2,5,2,4,5,2,5,2,3,4,4,3,2,3,4,3,4,2,4,0,20,NA
4,5,4,3,4,4,3,5,1,3,5,2,3,4,4,4,5,4,2,4,4,3,5,2,2,4,4,4,3,5,3,5,3,3,4,5,3,4,2,4,5,3,3,4,4,4,5,4,3,4,4,3,3,2,5,5,3,3,4,4,0,19,NA
3,5,1,2,5,4,4,1,4,3,3,3,3,4,4,1,3,1,3,5,2,2,1,4,5,3,3,3,3,3,1,4,1,5,5,2,3,4,3,3,3,4,3,4,3,3,4,2,4,5,3,4,3,3,4,3,4,4,3,4,0,20,NA
2,3,3,3,2,2,3,1,3,5,3,2,4,5,3,2,2,3,2,4,1,3,1,4,1,2,4,2,3,2,2,3,2,2,2,4,2,3,3,3,1,2,3,2,3,2,3,2,3,5,1,3,3,3,2,2,2,4,3,2,0,19,NA
3,4,2,3,2,4,4,3,2,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,21,NA
2,4,3,5,2,2,4,3,3,3,3,4,4,3,2,2,5,3,2,3,1,5,3,4,3,3,4,3,3,3,2,4,4,4,4,2,4,3,3,3,3,4,4,3,4,3,4,3,4,4,2,4,4,2,3,3,4,3,3,2,0,21,NA
4,4,2,3,4,4,5,2,2,3,4,3,3,3,4,3,4,5,4,4,4,3,3,2,3,3,5,3,4,4,2,4,5,4,4,3,2,3,3,4,4,4,5,4,4,3,4,3,4,4,4,4,3,3,3,4,3,3,3,3,0,20,NA
2,4,3,3,3,2,4,1,2,3,4,2,3,2,4,2,4,4,4,3,2,4,3,4,4,3,4,3,4,3,2,4,4,3,4,4,4,3,4,4,3,3,3,2,3,4,3,4,4,3,2,4,3,3,4,3,4,3,3,3,1,20,NA
5,5,1,1,3,4,5,2,1,5,5,5,5,1,4,2,5,1,1,4,2,5,2,3,5,5,5,5,1,5,3,5,1,3,3,4,5,3,2,5,5,5,5,1,5,5,5,2,1,5,3,5,4,1,5,5,5,3,2,5,1,20,NA
4,5,3,3,2,3,5,1,4,5,2,2,5,4,3,4,4,3,4,4,3,3,2,4,5,3,2,3,4,2,3,3,2,4,4,1,3,5,4,5,2,3,5,1,2,4,3,1,5,3,2,5,5,4,3,4,1,4,4,2,1,19,NA
4,3,4,2,1,5,5,2,1,2,1,1,4,5,3,2,1,3,4,2,3,4,2,3,4,1,4,4,3,2,1,2,3,5,2,3,2,4,5,5,3,2,3,3,2,3,1,4,4,2,2,5,4,5,4,2,1,2,2,2,1,20,NA
4,5,4,4,4,5,5,3,3,4,5,4,5,1,3,4,5,3,4,4,4,5,2,3,2,3,5,4,2,3,4,4,3,3,4,2,4,4,1,2,3,4,5,2,3,5,3,3,4,4,4,5,3,2,2,4,4,3,3,3,0,19,NA
4,5,3,1,1,4,5,1,3,2,4,5,4,4,4,4,5,2,5,4,4,2,2,2,5,5,5,3,3,4,3,4,2,2,4,5,5,4,2,5,4,1,4,1,4,4,4,2,1,4,4,5,4,4,5,4,2,2,3,4,1,19,NA
4,4,4,2,2,5,4,3,2,5,3,2,4,4,5,5,5,4,3,2,5,5,4,2,4,5,5,3,2,5,5,4,3,4,5,4,2,4,4,5,5,3,4,2,5,5,2,4,2,2,5,4,5,3,3,3,2,4,1,5,1,20,NA
5,4,5,2,2,5,4,2,3,5,5,3,4,3,5,4,4,5,3,1,5,2,4,2,5,4,5,5,2,5,4,4,5,3,3,5,2,5,2,5,5,3,4,2,5,5,4,5,4,5,5,5,5,2,5,5,3,3,3,5,1,19,NA
3,3,3,2,2,2,4,1,3,4,4,3,3,3,3,3,4,2,2,4,2,5,2,2,4,3,4,3,2,3,3,4,2,4,3,3,4,2,2,4,3,3,3,3,4,4,5,2,3,2,3,4,3,3,3,4,3,4,2,3,0,19,NA
3,3,3,3,2,3,3,2,4,3,4,3,3,3,2,2,3,3,3,2,2,4,2,4,2,3,4,3,3,2,2,3,3,4,3,3,3,3,3,2,2,3,3,3,3,3,4,4,3,2,2,3,3,4,2,3,2,2,3,3,0,20,NA
3,5,2,2,2,4,4,2,2,4,4,4,5,1,4,2,4,4,2,3,4,4,4,2,4,4,2,2,2,4,3,4,2,2,3,4,4,2,2,4,3,4,5,2,3,4,5,2,2,3,3,5,4,2,4,3,4,4,2,4,1,19,NA
4,4,2,3,4,4,4,2,2,4,3,3,4,4,3,3,4,4,3,4,3,4,3,3,3,4,4,3,3,4,3,4,4,3,4,2,3,4,3,4,3,4,4,2,4,4,4,4,2,4,3,4,4,3,3,4,4,3,3,3,1,20,NA
4,5,3,3,3,4,5,1,1,4,5,3,4,2,4,2,3,3,3,3,4,4,1,2,5,4,5,2,2,4,2,5,2,2,4,4,3,3,2,5,5,4,4,2,5,3,1,1,3,4,4,5,3,1,5,5,4,4,1,4,1,20,NA
3,2,2,3,1,4,2,1,2,4,4,3,1,3,4,2,2,2,3,3,3,2,2,3,4,1,3,2,2,2,2,2,3,3,1,3,1,4,2,4,1,2,2,3,4,3,2,2,3,1,3,3,4,1,3,3,1,1,3,3,1,19,NA
3,5,2,4,1,2,4,1,3,4,2,3,3,2,4,2,5,4,3,1,2,4,1,3,4,3,4,2,4,3,2,4,4,4,4,3,5,3,3,5,3,3,3,3,3,3,5,3,4,1,2,4,3,3,4,4,3,2,3,3,1,19,NA
3,4,3,4,5,2,5,2,2,4,3,4,4,3,3,2,3,2,3,4,3,3,2,3,3,3,3,3,3,3,2,4,2,3,4,4,4,3,3,1,4,5,4,2,3,3,4,3,2,2,3,5,3,3,4,4,3,4,3,3,0,18,NA
4,4,3,2,2,4,4,2,2,4,2,2,4,2,4,2,2,2,4,3,4,4,3,2,4,2,2,4,2,4,4,4,2,4,2,3,2,4,2,4,4,3,3,2,4,2,2,3,2,2,4,4,4,2,2,2,3,2,2,4,1,20,NA
4,2,2,5,1,2,3,1,3,4,4,2,3,5,3,2,2,2,5,3,2,3,1,5,5,3,4,2,5,2,1,4,2,4,3,2,2,3,4,5,1,2,3,4,3,4,1,2,4,5,2,3,3,4,4,2,1,2,2,2,1,20,NA
4,5,1,1,4,4,5,2,1,5,2,4,4,5,4,1,2,5,4,5,4,4,5,1,2,3,5,3,1,5,2,4,5,5,4,1,4,5,4,5,4,4,4,1,4,1,5,5,4,3,1,5,5,3,4,4,5,1,2,4,1,20,NA
4,2,1,4,4,5,2,1,1,2,5,5,4,1,2,1,2,2,2,4,4,4,1,2,1,2,1,4,4,4,2,5,2,3,4,5,2,4,1,1,2,2,4,1,5,3,1,2,2,4,4,5,4,2,1,4,2,1,4,5,1,20,NA
5,5,4,2,4,5,5,2,1,4,4,4,5,1,4,3,5,3,2,2,4,5,2,1,4,4,4,2,1,4,4,5,2,2,3,4,5,4,2,4,4,4,5,2,4,4,5,2,4,4,3,5,4,2,4,4,5,4,2,4,1,19,NA
5,5,4,2,4,4,4,3,1,4,4,2,4,1,4,3,4,4,4,4,3,3,4,2,5,5,2,3,3,4,4,3,3,4,3,4,4,3,2,4,4,4,5,2,3,5,4,4,1,4,4,4,4,1,3,4,3,4,2,4,1,20,NA
5,5,1,1,1,5,5,2,2,4,2,2,4,4,4,3,3,3,3,3,3,3,3,3,4,4,2,4,5,5,5,3,3,3,3,4,4,2,2,2,4,2,4,2,2,4,4,4,4,3,2,5,4,4,3,3,3,3,3,3,1,20,NA
4,3,4,2,3,3,4,4,2,5,4,2,4,2,4,4,2,4,3,4,3,3,2,3,3,3,2,3,2,3,3,3,3,3,4,3,3,4,3,4,4,3,4,2,3,3,2,3,3,3,3,5,5,2,3,5,4,3,2,3,1,21,NA
4,3,3,4,4,4,5,1,2,4,5,4,3,4,3,4,3,3,4,4,3,5,2,3,3,3,4,2,3,3,2,3,4,4,4,3,4,4,2,3,3,4,4,3,4,4,5,2,4,5,3,4,4,2,3,4,4,2,3,3,1,20,NA
4,4,4,3,4,4,4,2,2,4,5,1,5,1,4,2,4,4,3,4,3,4,2,2,5,4,4,2,2,4,2,4,4,5,4,3,2,4,2,5,4,2,5,2,4,3,3,4,3,4,3,4,5,3,4,3,1,5,2,4,1,20,NA
4,4,4,2,2,4,4,4,2,4,5,4,4,1,4,4,5,5,2,5,2,5,5,2,5,4,4,2,2,5,4,4,5,5,4,4,5,5,5,5,4,1,4,2,4,4,2,4,4,4,2,5,5,5,4,5,4,4,2,4,0,19,NA
3,3,2,3,2,2,5,2,1,5,4,4,5,3,3,3,4,5,3,3,2,1,4,3,4,3,5,4,3,3,3,5,5,4,3,3,4,5,2,4,4,3,5,3,4,4,3,4,3,4,4,5,5,2,3,4,4,3,2,3,0,20,NA
4,4,4,3,3,4,4,4,2,4,4,4,5,2,4,3,4,5,2,3,4,4,5,3,3,4,5,4,2,4,4,4,5,5,4,2,3,5,2,4,4,2,5,4,4,4,4,4,4,4,4,4,5,2,4,4,3,4,3,3,0,20,NA
4,4,4,3,1,4,4,5,2,5,3,4,5,3,3,4,3,4,4,2,4,4,5,1,4,4,4,4,2,4,4,4,4,4,2,4,3,5,2,4,4,4,4,3,4,3,4,3,3,3,5,4,4,2,3,3,3,3,2,3,1,20,NA
4,2,5,2,1,5,2,5,1,5,5,1,5,5,5,5,1,4,3,1,4,3,5,1,5,5,3,3,3,5,5,2,4,1,1,5,1,4,4,4,5,1,3,1,5,5,1,3,4,5,5,3,5,1,5,5,2,3,1,4,1,20,NA
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,18,NA
4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,18,NA
3,4,4,3,4,4,4,4,2,3,4,2,2,4,4,2,5,4,3,5,3,4,2,4,3,3,3,4,3,5,1,4,4,3,4,3,2,2,3,4,3,3,3,4,4,2,3,2,3,4,4,4,2,4,4,2,2,3,4,4,0,19,NA
4,4,4,4,1,3,5,1,2,4,3,3,4,1,4,2,4,5,2,3,2,5,2,2,5,3,4,2,2,4,2,3,5,3,4,3,4,3,2,5,3,3,3,2,5,4,5,5,3,3,2,5,3,1,5,3,3,4,1,3,0,19,NA
4,5,3,3,3,4,4,3,2,5,3,3,4,4,3,3,4,3,3,3,1,4,4,2,3,3,5,3,3,3,3,4,4,4,4,3,3,4,4,3,4,3,4,2,4,4,4,4,3,4,3,4,4,3,3,4,4,3,4,4,0,19,NA
4,2,3,2,2,3,2,3,2,5,2,3,2,1,2,2,3,2,1,2,3,2,1,2,3,4,1,4,3,2,2,3,2,1,2,3,2,5,4,3,2,5,2,3,2,5,2,3,4,5,4,3,4,5,2,3,2,5,2,3,1,20,NA
2,4,5,5,1,4,4,4,5,2,5,4,3,3,3,3,5,5,4,1,4,4,4,3,4,3,4,5,5,4,2,4,5,5,2,4,3,5,4,5,4,2,4,4,3,3,4,5,5,2,4,4,5,4,2,5,3,4,5,4,0,20,NA
4,5,3,3,2,4,5,3,2,5,2,4,4,3,3,3,5,3,3,4,4,4,2,2,4,3,5,3,2,5,2,5,3,4,5,3,3,3,3,4,4,3,4,4,4,4,5,4,2,4,3,5,3,3,3,5,5,2,3,4,0,19,NA
3,5,4,3,3,2,5,2,2,4,5,2,5,4,3,1,3,2,4,4,3,4,1,3,2,3,2,3,3,3,3,4,3,4,4,3,3,4,3,3,2,3,5,2,3,3,4,2,3,3,2,5,4,3,3,3,3,3,3,3,0,19,NA
4,4,2,4,4,4,4,2,2,4,4,2,4,2,4,2,4,2,4,4,2,4,4,4,4,2,4,2,2,1,3,4,3,4,4,3,3,4,2,4,3,2,4,2,1,2,2,5,4,5,2,4,4,4,4,2,2,1,3,2,0,19,NA
3,2,4,2,4,2,1,2,2,5,3,4,2,5,2,4,4,2,4,5,4,4,1,2,1,3,4,2,2,4,3,4,2,3,4,3,2,4,3,2,4,4,3,4,4,4,2,2,4,4,1,2,2,4,2,4,3,2,2,2,0,21,NA
5,5,2,1,1,5,5,1,1,5,5,4,5,4,5,4,4,2,2,2,4,4,2,1,4,4,4,3,2,4,5,5,4,4,4,5,3,4,3,4,5,1,5,2,5,5,1,3,2,1,4,5,4,1,4,4,4,4,2,5,1,19,NA
3,4,3,3,4,4,4,1,4,4,4,3,4,2,3,3,4,4,3,4,3,4,1,2,3,3,4,2,2,4,1,4,4,2,5,4,3,3,2,4,3,2,3,2,4,3,4,4,3,4,3,5,3,2,3,4,2,2,3,4,1,19,NA
4,5,3,4,1,2,5,1,5,2,4,4,3,4,1,1,5,2,5,3,4,5,2,4,2,3,5,4,4,1,1,5,2,2,1,1,5,3,5,2,1,4,4,2,5,1,5,4,4,3,3,5,4,4,1,2,4,5,4,1,1,19,NA
5,5,4,1,4,4,5,3,2,4,4,4,4,1,4,4,5,4,4,3,3,5,3,3,2,4,4,4,3,4,4,5,4,4,3,3,4,4,2,4,4,4,4,2,4,4,5,4,2,4,3,5,4,2,2,4,3,4,2,3,0,19,NA
4,4,2,4,1,4,4,2,4,3,4,2,4,2,4,4,4,4,4,1,4,4,2,4,2,4,4,4,2,4,4,4,4,4,2,4,4,4,2,3,4,4,4,2,3,4,3,4,4,1,4,4,4,4,3,4,3,4,2,4,0,20,NA
3,5,5,3,3,5,5,5,2,5,5,3,5,1,5,3,5,5,1,3,5,5,4,2,4,4,4,5,3,5,3,5,5,4,4,4,4,5,2,5,4,2,5,2,5,3,5,5,4,4,4,5,4,2,4,5,4,5,1,5,0,21,NA
2,4,2,2,2,3,4,2,4,2,2,4,3,4,4,2,4,2,2,2,1,4,2,4,3,4,4,2,4,4,2,4,2,4,2,2,2,4,5,4,1,4,3,1,4,2,2,2,4,4,2,4,3,4,4,2,4,2,3,4,1,20,NA
4,4,3,4,4,5,3,1,4,4,3,2,5,3,3,4,4,2,3,3,4,4,4,2,3,3,4,3,4,3,4,3,4,3,5,4,2,2,1,3,4,4,4,2,3,3,5,5,4,4,3,3,2,1,2,3,3,3,3,4,0,19,NA
5,4,2,4,4,4,4,1,2,5,4,3,4,2,4,3,4,4,4,4,2,4,3,4,1,4,5,3,4,4,3,4,4,3,4,1,3,4,3,4,4,4,4,3,4,4,5,4,3,4,3,5,4,3,2,4,4,2,3,4,0,19,NA
5,5,4,2,4,5,5,1,1,5,4,5,5,1,5,4,5,4,4,4,5,5,3,1,4,4,5,4,1,4,5,5,4,2,5,5,5,4,2,5,5,3,5,1,5,5,5,5,2,5,5,5,4,1,4,5,5,5,1,5,1,19,NA
3,5,4,1,3,3,4,3,1,5,4,4,4,2,4,3,4,4,3,4,3,5,2,2,3,4,4,3,1,4,3,3,2,2,4,3,5,3,1,4,5,3,4,2,5,3,4,2,3,3,3,4,3,1,4,4,4,4,2,3,1,19,NA
4,5,5,3,4,4,5,3,3,5,2,3,4,3,5,3,5,5,3,3,3,4,4,2,1,3,4,3,3,4,4,4,5,4,2,4,4,5,4,4,4,3,5,2,4,4,3,5,3,5,1,5,5,4,4,4,3,4,3,4,1,20,NA
5,5,1,4,4,4,4,2,4,3,5,4,4,4,3,3,5,2,3,4,2,5,2,3,5,5,4,3,4,4,2,4,2,5,3,3,5,4,3,5,3,4,5,4,5,3,5,4,3,2,3,5,5,4,5,5,4,3,4,3,0,19,NA
5,4,3,4,5,2,3,2,1,4,3,4,1,2,3,1,2,3,2,1,2,3,2,1,2,3,2,5,4,3,1,4,3,2,1,4,3,4,5,4,3,4,1,4,3,4,1,2,3,4,5,2,3,4,1,4,3,4,1,2,1,20,NA
5,3,3,3,2,4,4,2,4,5,5,4,4,1,4,4,3,4,2,4,4,5,1,2,4,3,3,2,3,4,4,4,3,2,3,4,2,4,2,4,4,3,4,3,4,4,2,1,3,3,4,4,4,1,3,4,3,1,3,3,1,20,NA
4,4,4,3,4,2,5,4,3,3,4,4,4,4,3,4,5,4,3,4,1,5,4,2,3,4,5,3,4,5,1,5,4,4,5,3,4,4,2,5,4,3,5,4,3,5,4,4,4,5,1,5,4,4,3,4,4,4,5,3,0,19,NA
2,4,3,3,1,3,5,2,3,4,3,3,3,2,3,2,4,4,3,3,3,4,2,3,3,3,4,3,2,5,2,4,4,3,3,2,2,4,2,4,3,2,3,3,4,2,3,4,3,2,3,5,3,2,3,4,3,2,4,5,1,20,NA
3,4,4,4,3,3,4,4,4,4,3,3,5,3,3,3,4,4,4,2,4,4,4,3,4,4,2,3,3,2,4,4,4,4,3,2,3,4,3,5,1,1,5,2,4,3,4,4,3,2,4,4,4,4,2,2,1,2,3,2,1,20,NA
4,3,4,4,1,1,4,3,4,3,3,2,4,3,2,3,4,4,2,1,1,4,3,2,1,3,4,4,4,2,3,3,4,4,3,3,4,3,2,3,3,2,4,4,2,2,4,5,2,3,1,4,3,2,1,2,2,4,2,2,0,19,NA
